Number,Tree,TreeNo,TreeSpecies,PlotNo,Sesh,Occ,SeshOcc,Occ2,Date,Date2,SeshMonth,SeshMonth2,SpeciesCode,Status,Mark,Sex,AgeSex,AgeSex2,SVL,Mass,Location,Cell,Color,Notes,Perch,TL,Date2,Capture_Int1
146,CE4,4,Castilla elastica,4,A,1,A1,1,2-Feb-14,41672,Feb,2,ctenid,,,,,,,,17NW,C17,,,Leaf litter,,41672,
147,CE4,4,Castilla elastica,4,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,new,LF4-A,F,F,J,11,,19SE,C19,,,soil,,41672,0
148,CE3,3,Castilla elastica,3,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,new,LF1,F,F,F,24,,1SW,C1,,brown with chevron…,leaf litter,,41672,0
149,CE3,3,Castilla elastica,3,A,1,A1,1,2-Feb-14,41672,Feb,2,ctenid,,,,,,,,2NW,C2,,small (quarter),leaf litter,,41672,
150,CE3,3,Castilla elastica,3,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,,,J,J,J,,,2NE,C2,,"escape, tiny",leaf litter,,41672,
151,CE3,3,Castilla elastica,3,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,,,J,J,J,11,,8SW,C8,,brown with chevron…,leaf litter,,41672,
152,CE3,3,Castilla elastica,3,A,1,A1,1,2-Feb-14,41672,Feb,2,NORHUM,new,LF12,M,M,,25,0.55,6NW,C6,,,buttress,41,41672,
153,CE3,3,Castilla elastica,3,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,,,J,J,J,8,,16SE,C16,,,leaf litter,,41672,
154,CE3,3,Castilla elastica,3,A,1,A1,1,2-Feb-14,41672,Feb,2,NORLIM,,,,,,,,11NE,C11,,escape; 2 cm diameter perch,stem,,41672,
155,CE3,3,Castilla elastica,3,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,,,AD,AD,,,,12SW,C12,,escape,Leaf litter,,41672,
156,CE3,3,Castilla elastica,3,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,,,AD,AD,,,,13NE,C13,,escape,Leaf litter,,41672,
157,CE3,3,Castilla elastica,3,A,2,A2,2,2-Feb-14,41672,Feb,2,CRAMEG,,,J,J,,,,16NW,C16,,escape,Leaf litter,,41672,
158,CE3,3,Castilla elastica,3,A,2,A2,2,2-Feb-14,41672,Feb,2,OOPPUM,new,LF2,F,F,F,19,0.7,10SW,C10,,,Leaf litter,,41672,0
159,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,new,LF2,M,M,M,18,0.9,1SW,C1,,,Leaf litter,,41672,0
160,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,,,AD,AD,,,,1NE,C1,,escape,Leaf litter,,41672,
161,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,new,LF3,M,M,JM,14,0.25,8NW,C8,,,Leaf litter,,41672,0
162,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,new,LF4,F,F,JF,16,0.65,7SE,C7,,,Leaf litter,,41672,0
163,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,new,LF1,F,F,F,23,1.25,6NE,C6,,,leaf litter (below),,41672,0
164,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,new,RF2,M,M,JM,15,0.55,5SW,C5,,,leaf litter,,41672,0
165,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,NORCAP,new,LF1,M,M,,76,,9NE,C9,,eating (?) bullet ant (Paraponera clavata),leaf litter,137,41672,
166,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,NORLIM,new,LF1,F,F,,39,1.2,16SW,C16,,"4 cm diameter, 46 cm up",vine,84,41672,
167,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,,,AD,AD,,,,13NW,C13,,escape,leaf litter,,41672,
168,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,,,J,J,J,6,,18SW,C18,,,leaf litter,,41672,
169,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,CRABRA,new,RF3,M,M,JM,14,0.3,18NW,C18,,,leaf litter,,41672,0
170,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,ctenid,,,,,,,,18NE,C18,,,leaf litter,,41672,
171,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,ctenid,,,,,,,,18NE,C18,,,leaf litter,,41672,
172,DP5,9,Dipteryx panamensis,5,A,1,A1,1,2-Feb-14,41672,Feb,2,NORLIM,,,,,,,,17SW,C17,,escape,log,NA,41672,
173,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,new,RF12-A,F,F,JF,16,,21NE,C21,,,leaf litter,,41673,0
174,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,OOPPUM,new,LF1,J,J,J,17,0.3,20NW,C20,,,leaf litter,NA,41673,0
175,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,OOPPUM,new,LF2,J,J,J,18,0.3,19NE,C19,,,soil,NA,41673,0
176,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,J,J,J,,,19NE,C19,,"escape, white dorsum",leaf litter,,41673,
177,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,NORHUM,,,AD,AD,,,,16SW,C16,,escape,buttress,,41673,
178,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,NORHUM,new,LF1,M,M,,34,0.85,16SW,C16,,,buttress,49,41673,
179,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,ctenid,,,,,,1,,17NE,C17,,,leaf litter,,41673,
180,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,recap,RF3,M,M,JM,,,18NW,C18,,"orange dorsum, slate grey legs",leaf litter,,41673,1
181,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,ctenid,,,,,,2,,13SW,C13,,,leaf litter,,41673,
182,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,,,,,,12SE,C12,,white with stripes,leaf litter,,41673,
183,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,NORLIM,,,,,,,,6NE,C6,,"escape, 40 cm up",log,,41673,
184,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,NORCAP,recap,LF1,M,M,,,,5SW,C5,,,leaf litter,NA,41673,
185,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,new,RF4,F,F,F,23,0.85,5SE,C5,,,leaf litter,,41673,0
186,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,AD,AD,,,,6SW,C6,,escape,leaf litter,,41673,
187,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,NORHUM,,,F,F,,37,,6SE,C6,,"escape, diamond pattern",leaf litter,55,41673,
188,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,,,,,,7NE,C7,,escape,leaf litter,,41673,
189,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,J,J,J,9,,8NW,C8,,,NA,,41673,
190,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,,,,ad,,8NW,C8,,escape,,,41673,
191,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,,,,,,13SW,C13,,escape,,,41673,
192,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,PRICER,new,LF1,F,F,,23,0.45,8NE,C8,,,leaf litter,NA,41673,
193,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,J,J,J,,,8NE,C8,,escape,,,41673,
194,DP5,9,Dipteryx panamensis,5,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,J,J,J,5,,3SW,C3,,,leaf litter,,41673,
195,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,OOPPUM,new,LF3,J,J,J,15,0.35,21NW,C21,,,leaf litter (below),,41673,0
196,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,CRABRA,,,J,J,J,10,0.05,17SW,C17,,,leaf litter,,41673,
197,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,PRIRID,new,LF1,,,,22,0.7,17SW,C17,,"eye tubercles, no dorsal marking, red wash of groin & lower leg",leaf litter,,41673,
198,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,CRABRA,new,RF12,F,F,F,23,1.15,15SE,C15,,,leaf litter,,41673,0
199,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,CRAFIT,new,LF1,M,M,,26,1.2,15SE,C15,,,,,41673,
200,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,ctenid,,,,,,1,,14SW,C14,,,soil,,41673,
201,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,ctenid,,,,,,1,,9NE,C9,,,leaf litter,,41673,
202,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,CRABRA,new,RF2-F,F,F,JF,16,0.4,9SW,C9,,,leaf litter,,41673,0
203,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,ctenid,,,,,,1,,10SE,C10,,,leaf litter,,41673,
204,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,CRABRA,new,RF3,F,F,F,23,1.25,11NE,C11,,,leaf litter,,41673,0
205,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,NORHUM,,,,,,,,11NE,C11,,escape,leaf litter,,41673,
206,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,CRABRA,,,,,,,,13NE,C13,,escape,leaf litter,,41673,
207,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,ESPPRO,new,LF2,F,F,,27,1.1,8SW,C8,,,leaf litter,,41673,
208,CE3,3,Castilla elastica,3,A,3,A3,3,3-Feb-14,41673,Feb,2,CRABRA,,,J,J,J,8,,1NW,C1,,,leaf litter,,41673,
209,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,ctenid,,,,,,3,,15SE,C15,,,leaf litter,,41673,
210,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,NORHUM,new,LF3,M,M,,21,,15SE,C15,,20 cm up,twig,32,41673,
211,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,,,,,,16NE,C16,,escape,soil,,41673,
212,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,UNK,,,,,,,,21SW,C21,,escape,soil,,41673,
213,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,ctenid,,,,,,3,,12NE,C12,,,soil,,41673,
214,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,ctenid,,,,,,1,,12SW,C12,,,leaf litter,,41673,
215,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,NORHUM,,,,,,,,4SW,C4,,escape,leaf litter,,41673,
216,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,ctenid,,,,,,,,NA,NA,,,,,41673,
217,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,ctenid,,,,,,,,NA,NA,,,,,41673,
218,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,CRAMEG,recap,LF2,,,,,,7SW,C7,,grey guy,leaf litter,,41673,
219,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,J,J,J,8,,3NW,C3,,,leaf litter,,41673,
220,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,F,F,,,,3NW,C3,,escape,leaf litter,,41673,
221,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,ctenid,,,,,,2,,7SW,C7,,with eggs,log,,41673,
222,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,,,J,J,J,11,,3SE,C3,,,leaf litter,,41673,
223,CE4,4,Castilla elastica,4,A,2,A2,2,3-Feb-14,41673,Feb,2,CRABRA,new,RF4,M,M,M,19,0.55,3SE,C3,,,leaf litter,,41673,0
224,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,2,,9NW,C9,,,leaf litter,,41674,
225,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,new,RF2-M,M,M,J,11,,4NW,C4,,,leaf litter,,41674,0
226,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,1,,5SE,C5,,,leaf litter,,41674,
227,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,new,LF23-M,M,M,JM,16,0.4,10NE,C10,,,leaf litter,,41674,0
228,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,,,J,J,J,10,,15NW,C15,,,leaf litter,,41674,
229,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,new,LF24-F,F,F,F,25,1.3,15NE,C15,,,soil,,41674,0
230,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,NORHUM,,,,,,,,20NW,C20,,escape,soil,,41674,
231,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,OOPPUM,recap,LF3,,,,,,20NW,C20,,,palm leaf,,41674,1
232,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,CRAMEG,new,LF3,J,J,,15,0.25,17NE,C17,,,soil,,41674,
233,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,new,LF34-A,F,F,F,20,0.75,16NW,C16,,,soil,,41674,0
234,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,,,12SW,C12,,,leaf litter,,41674,
235,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,PRIRID,recap,LF1,,,,,,12NW,C12,,,leaf litter,,41674,
236,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,,,6NW,C6,,,leaf litter,,41674,
237,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,NORHUM,new,LF4,JM,JM,,23,0.3,6NE,C6,,"70 cm up, d = 2, male",stem,34,41674,
238,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,,,J,J,J,10,,2NW,C2,,,leaf litter,,41674,
239,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,NORHUM,new,LF5,M,M,,31,0.75,3SE,C3,,1.1 m up,fern,41,41674,
240,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,NORHUM,,,JM,JM,,,,7SE,C7,,escape,,,41674,
241,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,OOPPUM,new,LF4,F,F,F,19,0.75,13SW,C13,,,leaf litter,,41674,0
242,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,new,RF23,M,M,JM,14,,13SE,C13,,,leaf litter,,41674,0
243,CE3,3,Castilla elastica,3,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,new,RF24-M,M,M,M,18,0.6,18SE,C18,,,leaf litter (below),,41674,0
244,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,1,,8SW,C8,,,leaf litter,,41674,
245,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,new,LF23,F,F,F,21,0.65,13SW,C13,,,leaf litter,NA,41674,0
246,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,,,J,J,J,11,,13SE,C13,,,leaf litter,NA,41674,
247,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,new,RF12-B,F,F,JF,15,0.2,18NE,C18,U1,,leaf litter,NA,41674,0
248,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,recap,RF3,M,M,JM,,,18NW,C18,,,leaf litter,NA,41674,2
249,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,NORHUM,new,LF12,JM,JM,,23,0.1,3SE,C3,,,leaf litter,29,41674,
250,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,,,J,J,J,,,3SE,C3,,escape,leaf litter,NA,41674,
251,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,1,,3SE,C3,,,leaf litter,,41674,
252,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,1,,1SW,C1,,,leaf litter,,41674,
253,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,1,,15NW,C15,,,leaf litter,,41674,
254,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,,,J,J,J,11.5,0.1,15NW,C15,,,leaf litter,NA,41674,
255,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,NORHUM,,,AD,AD,,,,16SW,C16,,"0.8 m up, escape",buttress,,41674,
256,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,OOPPUM,recap,LF2,,,,,,19NE,C19,,,leaf litter,NA,41674,1
257,DP5,9,Dipteryx panamensis,5,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,,,,,,,,9SW,C9,,escape,leaf litter,NA,41674,
258,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,CRATAL,,,J,J,,9,,8SW,C8,,"brown with grey dorsum, white lower lip",leaf litter,,41674,
259,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,new,RF34,M,M,M,17,0.45,21NW,C21,,,leaf litter,,41674,0
260,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,1,,12SW,C12,,,leaf litter,,41674,
261,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,1,,7SE,C7,,,,,41674,
262,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,,,J,J,J,10,,3NW,C3,,,leaf litter,,41674,
263,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,1,,3NW,C3,,,,,41674,
264,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,1,,7SW,C7,,,,,41674,
265,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,,,F,F,F,ad,,3NW,C3,,esc log,leaf litter,,41674,
266,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,,,,,,,,3NE,C3,,esc log,,,41674,
267,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,,,,,,,,3SE,C3,,esc log,,,41674,
268,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,,,3NW,C3,,w/ eggs,leaf litter,,41674,
269,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,,,J,J,J,,,2SW,C2,,esc,leaf litter,,41674,
270,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,,,J,J,J,7,,2NW,C2,,,leaf litter,,41674,
271,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,,,6NE,C6,,,leaf litter,,41674,
272,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,CRABRA,new,"LF1,RF1",F,F,F,26,1.4,11NW,C11,,deep litter by buttress,leaf litter (below),,41674,0
273,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,NORHUM,new,RF1,M,M,,33,1.1,1NW,C1,,,buttress,58,41674,
274,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,ctenid,,,,,,2,,4SE,C4,,,leaf litter,,41674,
275,CE4,4,Castilla elastica,4,A,3,A3,3,4-Feb-14,41674,Feb,2,NORHUM,new,RF2,F,F,,38,1.7,4SW,C4,,2 eggs,leaf litter,48,41674,
276,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,CRABRA,,,J,J,J,9,,2SE,C2,,,leaf litter,,41675,
277,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,NORHUM,new,LF1,F,F,,34,1.2,6SE,C6,,,leaf litter,53,41675,
278,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,OOPPUM,new,LF2,J,J,J,16,0.65,1NE,C1,,escape,,,41675,0
279,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,CRABRA,new,LF2,M,M,JM,15,0.2,1SE,C1,,,leaf litter,,41675,0
280,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,CRAFIT,new,LF2,J,J,,14,0.1,4SE,C4,,,leaf litter,,41675,
281,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,CRABRA,,,J,J,J,,,4SW,C4,,"near buttress, stub tail",leaf litter,,41675,
282,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,ctenid,,,,,,1,,5NW,C5,,,leaf litter,,41675,
283,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,ctenid,,,,,,2,,5SE,C5,,,leaf litter,,41675,
284,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,NORHUM,new,LF2,F,F,,37,1.35,5NE,C5,,,leaf litter,35,41675,
285,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,ctenid,,,,,,1,,7NW,C7,,,leaf litter,,41675,
286,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,CRABRA,new,LF3-F,F,F,JF,16,0.15,7SW,C7,,,leaf litter,,41675,0
287,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,ctenid,,,,,,1,,10SW,C10,,,leaf litter,,41675,
288,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,ctenid,,,,,,1,,10SW,C10,,,leaf litter,,41675,
289,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,OOPPUM,new,LF3,F,F,F,21,0.75,10NW,C10,,,leaf litter,,41675,0
290,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,CRABRA,,,J,J,J,10,,16NW,C16,,,leaf litter,,41675,
291,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,NORHUM,new,LF3,M,M,,28,0.5,16NE,C16,,,leaf litter,41,41675,
292,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,ctenid,,,,,,1,,16SW,C16,,,leaf litter,,41675,
293,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,CRABRA,,,AD,AD,,,,17NE,C17,,escape,leaf litter,,41675,
294,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,NORHUM,,,F,F,,,,21NE,C21,,"escape, dorsal stripe",leaf litter,,41675,
295,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,CRABRA,,,J,J,J,,,18SE,C18,,escape,leaf litter,,41675,
296,CE1,1,Castilla elastica,1,A,1,A1,1,5-Feb-14,41675,Feb,2,CRABRA,,,J,J,J,,,19NW,C19,,escape,,,41675,
297,DP2,6,Dipteryx panamensis,2,A,1,A1,1,6-Feb-14,41676,Feb,2,CRABRA,,,J,J,J,,,3NE,C3,,esc,leaf litter,NA,41676,
298,DP2,6,Dipteryx panamensis,2,A,1,A1,1,6-Feb-14,41676,Feb,2,CRABRA,,,J,J,J,5,,3NE,C3,,,leaf litter,NA,41676,
299,DP2,6,Dipteryx panamensis,2,A,1,A1,1,6-Feb-14,41676,Feb,2,OOPPUM,new,LF2,F,F,F,20,0.65,3SW,C3,,,leaf litter,NA,41676,0
300,DP2,6,Dipteryx panamensis,2,A,1,A1,1,6-Feb-14,41676,Feb,2,CRABRA,new,LF2-M,M,M,M,17,0.45,1NW,C1,,,leaf litter,NA,41676,0
301,DP2,6,Dipteryx panamensis,2,A,1,A1,1,6-Feb-14,41676,Feb,2,CRABRA,,,J,J,J,,,4NW,C4,,esc,NA,NA,41676,
302,DP2,6,Dipteryx panamensis,2,A,1,A1,1,6-Feb-14,41676,Feb,2,CRABRA,,,J,J,J,5,,4NW,C4,,,leaf litter,NA,41676,
303,DP2,6,Dipteryx panamensis,2,A,1,A1,1,6-Feb-14,41676,Feb,2,CRABRA,new,LF3,M,M,M,19,0.65,1NE,C1,,,soil,NA,41676,0
304,DP2,6,Dipteryx panamensis,2,A,1,A1,1,6-Feb-14,41676,Feb,2,CRABRA,new,LF1,F,F,F,21,0.8,6SE,C6,,,leaf litter (below),NA,41676,0
305,DP2,6,Dipteryx panamensis,2,A,1,A1,1,6-Feb-14,41676,Feb,2,CRABRA,new,LF4,JM,JM,J,12,0.08,7NW,C7,,,leaf litter,NA,41676,0
306,DP2,6,Dipteryx panamensis,2,A,1,A1,1,6-Feb-14,41676,Feb,2,CRABRA,,,JM,JM,J,12,0.1,13SW,C13,,,leaf litter,NA,41676,
307,DP2,6,Dipteryx panamensis,2,A,1,A1,1,6-Feb-14,41676,Feb,2,CRABRA,new,RF1,F,F,F,25,1.3,12NW,C12,,,leaf litter (below),NA,41676,0
