Sample Number,Locality,Coordinates,Collecting Event Notes,Locality2,County,State,Country,Latitude,Longitude,Date,Tree Number,TreeSpecies,TreeSpecies2,TreeSpecies3,Tree Block,Experiment,Approx. Location,Date Collected,Day,Month,Year,Month2,Month3,Feb,May,Jun,Jul,Aug,Sep,Oct,Nov,Sample Replicate,Grid Cell,Direction,GridCells,Dry Litter Mass (g),Notes,Date Sorted,Sorter,Acari,Parasitiformes,Amblypygy,Amphipoda,Araneae,Blattodea,Chilopoda,Coleoptera,Collembola,Dermaptera,Diplopoda,Diptera,Formicidae,Gastropoda,Hemiptera,Hirudinea,Hymenoptera,Isopoda,Isoptera,Lepidoptera,Mantodea,Onychophora,Opiliones,Orthoptera,Phasmida,Pseudoscorpiones,Ricinulei,Thysanoptera,Worms,Larvae,WormsLarvaeLeeches,Egg,Unknown,Notes
FOLT-312,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43218, -84.01156",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 1; CE tree 2); see Brian Folt dissertation for details. FOLT-312.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 650 m.",,Heredia Province,Costa Rica,10.43218,-84.01156,15-Oct-14,2,Castilla elastica,Castilla (control),Castilla (control),2,Control,200 m south from CES 650,15-Oct-14,15,October,2014,10,8,0,0,0,0,0,0,1,0,4,20,2,17,7.8,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-313,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-313.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,26-Oct-14,3,Castilla elastica,Castilla (supplemented),Castilla (supplemented),3,Experimental,200 m south from CES 700,26-Oct-14,26,October,2014,10,8,0,0,0,0,0,0,1,0,1,8,3,8,30.5,Litter sample,NA,BF,235,0,0,0,0,0,1,2,55,0,3,6,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,
FOLT-313,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-313.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,26-Oct-14,3,Castilla elastica,Castilla (supplemented),Castilla (supplemented),3,Experimental,200 m south from CES 700,26-Oct-14,26,October,2014,10,8,0,0,0,0,0,0,1,0,1,8,3,7,30.5,Litter sample,NA,BF,235,0,0,0,0,0,1,2,55,0,3,6,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,
FOLT-313,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-313.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,26-Oct-14,3,Castilla elastica,Castilla (supplemented),Castilla (supplemented),3,Experimental,200 m south from CES 700,26-Oct-14,26,October,2014,10,8,0,0,0,0,0,0,1,0,1,8,3,3,30.5,Litter sample,NA,BF,235,0,0,0,0,0,1,2,55,0,3,6,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,
FOLT-314,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-314.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,26-Oct-14,3,Castilla elastica,Castilla (supplemented),Castilla (supplemented),3,Experimental,200 m south from CES 700,26-Oct-14,26,October,2014,10,8,0,0,0,0,0,0,1,0,2,9,3,9,76.5,Litter sample,NA,BF,550,0,0,0,6,0,0,13,160,0,8,0,52,2,0,0,0,10,0,0,0,0,3,1,0,0,0,0,0,28,28,0,0,
FOLT-314,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-314.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,26-Oct-14,3,Castilla elastica,Castilla (supplemented),Castilla (supplemented),3,Experimental,200 m south from CES 700,26-Oct-14,26,October,2014,10,8,0,0,0,0,0,0,1,0,2,9,3,4,76.5,Litter sample,NA,BF,550,0,0,0,6,0,0,13,160,0,8,0,52,2,0,0,0,10,0,0,0,0,3,1,0,0,0,0,0,28,28,0,0,
FOLT-315,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-315.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,26-Oct-14,3,Castilla elastica,Castilla (supplemented),Castilla (supplemented),3,Experimental,200 m south from CES 700,26-Oct-14,26,October,2014,10,8,0,0,0,0,0,0,1,0,3,13,1,13,55.3,Litter sample,NA,BF,450,0,0,0,3,1,0,14,79,0,0,4,92,1,0,0,0,7,0,0,0,0,3,0,0,2,0,0,0,25,25,0,0,
FOLT-315,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-315.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,26-Oct-14,3,Castilla elastica,Castilla (supplemented),Castilla (supplemented),3,Experimental,200 m south from CES 700,26-Oct-14,26,October,2014,10,8,0,0,0,0,0,0,1,0,3,13,1,18,55.3,Litter sample,NA,BF,450,0,0,0,3,1,0,14,79,0,0,4,92,1,0,0,0,7,0,0,0,0,3,0,0,2,0,0,0,25,25,0,0,
FOLT-316,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-316.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,26-Oct-14,3,Castilla elastica,Castilla (supplemented),Castilla (supplemented),3,Experimental,200 m south from CES 700,26-Oct-14,26,October,2014,10,8,0,0,0,0,0,0,1,0,4,17,1,17,6.5,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-316,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-316.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,26-Oct-14,3,Castilla elastica,Castilla (supplemented),Castilla (supplemented),3,Experimental,200 m south from CES 700,26-Oct-14,26,October,2014,10,8,0,0,0,0,0,0,1,0,4,17,1,18,6.5,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-316,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-316.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,26-Oct-14,3,Castilla elastica,Castilla (supplemented),Castilla (supplemented),3,Experimental,200 m south from CES 700,26-Oct-14,26,October,2014,10,8,0,0,0,0,0,0,1,0,4,17,1,21,6.5,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-317,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-317.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,1,10,4,10,15.9,Litter sample,NA,BF,96,0,0,0,1,0,0,0,13,0,0,7,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,
FOLT-317,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-317.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,1,10,4,9,15.9,Litter sample,NA,BF,96,0,0,0,1,0,0,0,13,0,0,7,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,
FOLT-317,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-317.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,1,10,4,14,15.9,Litter sample,NA,BF,96,0,0,0,1,0,0,0,13,0,0,7,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,
FOLT-317,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-317.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,1,10,4,15,15.9,Litter sample,NA,BF,96,0,0,0,1,0,0,0,13,0,0,7,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,
FOLT-318,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-318.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,2,17,4,17,14.3,Litter sample,NA,BF,71,0,0,0,0,0,0,1,24,0,0,1,13,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,11,11,0,0,
FOLT-318,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-318.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,2,17,4,16,14.3,Litter sample,NA,BF,71,0,0,0,0,0,0,1,24,0,0,1,13,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,11,11,0,0,
FOLT-318,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-318.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,2,17,4,20,14.3,Litter sample,NA,BF,71,0,0,0,0,0,0,1,24,0,0,1,13,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,11,11,0,0,
FOLT-318,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-318.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,2,17,4,21,14.3,Litter sample,NA,BF,71,0,0,0,0,0,0,1,24,0,0,1,13,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,11,11,0,0,
FOLT-319,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-319.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,3,19,1,19,1.3,Litter sample,NA,BF,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-319,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-319.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,3,19,1,20,1.3,Litter sample,NA,BF,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-320,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-320.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,4,21,2,21,14.8,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-320,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-320.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,4,21,2,17,14.8,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-320,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-320.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,23-Oct-14,4,Castilla elastica,Castilla (control),Castilla (control),4,Control,200 m south from CES 725,23-Oct-14,23,October,2014,10,8,0,0,0,0,0,0,1,0,4,21,2,18,14.8,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-321,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01069",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-321.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,31-Oct-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"47 m east of  southern-most tower, healthy tree",31-Oct-14,31,October,2014,10,8,0,0,0,0,0,0,1,0,1,13,1,13,11.8,Litter sample,NA,BF,79,0,0,0,2,0,0,2,16,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,
FOLT-321,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01069",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-321.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,31-Oct-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"47 m east of  southern-most tower, healthy tree",31-Oct-14,31,October,2014,10,8,0,0,0,0,0,0,1,0,1,13,1,18,11.8,Litter sample,NA,BF,79,0,0,0,2,0,0,2,16,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,
FOLT-322,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01070",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-322.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,31-Oct-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"48 m east of  southern-most tower, healthy tree",31-Oct-14,31,October,2014,10,8,0,0,0,0,0,0,1,0,2,15,1,15,19.6,Litter sample,NA,BF,45,0,0,0,1,0,0,5,29,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-322,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01070",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-322.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,31-Oct-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"48 m east of  southern-most tower, healthy tree",31-Oct-14,31,October,2014,10,8,0,0,0,0,0,0,1,0,2,15,1,16,19.6,Litter sample,NA,BF,45,0,0,0,1,0,0,5,29,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-322,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01070",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-322.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,31-Oct-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"48 m east of  southern-most tower, healthy tree",31-Oct-14,31,October,2014,10,8,0,0,0,0,0,0,1,0,2,15,1,19,19.6,Litter sample,NA,BF,45,0,0,0,1,0,0,5,29,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-322,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01070",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-322.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,31-Oct-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"48 m east of  southern-most tower, healthy tree",31-Oct-14,31,October,2014,10,8,0,0,0,0,0,0,1,0,2,15,1,20,19.6,Litter sample,NA,BF,45,0,0,0,1,0,0,5,29,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-323,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01071",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-323.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,31-Oct-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"49 m east of  southern-most tower, healthy tree",31-Oct-14,31,October,2014,10,8,0,0,0,0,0,0,1,0,3,20,3,20,15.8,Litter sample,NA,BF,93,0,0,0,1,0,0,0,29,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,
FOLT-323,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01071",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-323.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,31-Oct-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"49 m east of  southern-most tower, healthy tree",31-Oct-14,31,October,2014,10,8,0,0,0,0,0,0,1,0,3,20,3,19,15.8,Litter sample,NA,BF,93,0,0,0,1,0,0,0,29,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,
